cluster,state,district,date_announced,date_last_onset,category,status,cases_new,cases_total,cases_active,tests,icu,deaths,recovered,summary_bm,summary_en
KLUSTER LORONG SERI MURNI DUA,Pulau Pinang,SEBERANG PERAI UTARA,18/9/2021,18/9/2021,workplace,ended,0,25,0,54,0,0,25,,
KLUSTER SAWIT SAFODA,Sabah,KINABATANGAN,18/9/2021,19/9/2021,workplace,ended,0,44,0,279,0,0,44,,
KLUSTER KAMPUNG KUBANG GATAL,Kelantan,PASIR MAS,18/9/2021,20/9/2021,community,ended,0,9,0,15,0,0,9,,
KLUSTER INDUSTRI JALAN BESAR 38,Johor,BATU PAHAT,18/9/2021,21/9/2021,workplace,ended,0,19,0,41,0,0,19,,
KLUSTER JALAN KOMPLEKS SUKAN,Perak,KINTA,18/9/2021,26/9/2021,highRisk,ended,0,27,0,40,0,2,25,,
KLUSTER JALAN HALIA KLUANG,Johor,KLUANG,18/9/2021,29/9/2021,workplace,ended,0,50,0,82,0,0,50,,
KLUSTER JALAN KAMPUNG TOK JAWA,Kelantan,BACHOK,18/9/2021,29/9/2021,community,ended,0,46,0,75,0,0,46,,
KLUSTER BATU 19 JALAN BESAR,Johor,KULAI,18/9/2021,30/9/2021,highRisk,ended,0,19,0,39,0,1,18,,
KLUSTER KAMPUNG ULU PAREH,Pahang,BENTONG,18/9/2021,17/10/2021,community,ended,0,148,0,433,0,1,147,,
KLUSTER KM19 JALAN KUCHING-SERIAN,Sarawak,KUCHING,19/9/2021,10/1/2021,highRisk,ended,0,19,0,95,0,0,19,,
KLUSTER BUKIT TAJAU,Pahang,"MARAN, TEMERLOH",19/9/2021,10/3/2021,community,ended,0,36,0,56,0,0,36,,
KLUSTER BATU LAPAN LEPAR,Pahang,"PEKAN, KUANTAN",19/9/2021,10/6/2021,workplace,ended,0,100,0,268,0,1,99,,
KLUSTER JALAN TAMAN RAJA,Sarawak,"MIRI, SUBIS",19/9/2021,18/9/2021,workplace,ended,0,24,0,151,0,0,24,,
KLUSTER KAMPUNG SIRAM HULU,Kelantan,PASIR MAS,19/9/2021,18/9/2021,community,ended,0,8,0,8,0,0,8,,
KLUSTER PANGKOR LAUT,Perak,MANJUNG,19/9/2021,18/9/2021,workplace,ended,0,59,0,243,0,0,59,,
KLUSTER DAH ASAM INDUSTRI KUBANG PASU,Kedah,KUBANG PASU,19/9/2021,18/9/2021,workplace,ended,0,30,0,51,0,0,30,,
KLUSTER KAMPUNG SELAMAT 2,Pulau Pinang,SEBERANG PERAI UTARA,19/9/2021,18/9/2021,detentionCentre,ended,0,37,0,50,0,0,37,,
KLUSTER TAPAK BINA JALAN TREK,Pulau Pinang,BARAT DAYA,19/9/2021,18/9/2021,workplace,ended,0,50,0,120,0,0,50,,
KLUSTER INDUSTRI SULONG UTAMA LAPAN,Johor,BATU PAHAT,19/9/2021,22/9/2021,workplace,ended,0,21,0,48,0,0,21,,
KLUSTER TANJONG LABOH TIGA SETENGAH,Johor,BATU PAHAT,19/9/2021,22/9/2021,workplace,ended,0,13,0,73,0,0,13,,
KLUSTER INDUSTRI RISHAH 14,Perak,KINTA,19/9/2021,24/9/2021,workplace,ended,0,110,0,328,0,0,110,,
KLUSTER PASAR TANAH RATA,Pahang,CAMERON HIGHLANDS,19/9/2021,25/9/2021,workplace,ended,0,33,0,63,0,0,33,,
KLUSTER LADANG ENDAU,Pahang,ROMPIN ,19/9/2021,26/9/2021,workplace,ended,0,32,0,48,0,0,32,,
KLUSTER JALAN ARA,W.P. Kuala Lumpur,LEMBAH PANTAI,19/9/2021,27/9/2021,workplace,ended,0,20,0,29,0,0,20,,
KLUSTER JALAN SUNGAI MAS,Johor,KOTA TINGGI,19/9/2021,28/9/2021,community,ended,0,100,0,128,0,0,100,,
KLUSTER KAMPUNG BARU NELAYAN,Selangor,SABAK BERNAM,19/9/2021,30/9/2021,community,ended,0,35,0,60,0,1,34,,
KLUSTER INDUSTRI JALAN HAJI KAMISAN,Johor,SEGAMAT,19/9/2021,13/10/2021,workplace,ended,0,218,0,370,0,0,218,,
KLUSTER INDUSTRI BUKIT KOMAN,Pahang,RAUB,19/9/2021,29/10/2021,workplace,ended,0,79,0,95,0,0,79,"Kluster ini melibatkan pekerja-pekerja sebuah kilang yang terletak di Bukit Koman, Raub. Kes indeks bagi kluster ini merupakan lelaki, Warganegara Malaysia, berumur 27 tahun yang dilaporkan positif COVID-19 pada 16 September 2021 hasil saringan individu bergejala. Kes mula bergejala pada 12 September 2021.","The cluster involves workers of a factory located in Bukit Koman, Raub. The index case for this cluster was a 27-year-old male Malaysian citizen who was reported positive for COVID-19 on 16th September 2021 due to symptomatic individual screening. The case started began to develop symptoms on 12th September 2021."
KLUSTER JALAN PUSAT PERNIAGAAN SILIBIN DUA,Perak,KINTA,20/9/2021,10/4/2021,workplace,ended,0,12,0,82,0,0,12,,
KLUSTER INDUSTRI KOMPLEKS PERABUT 2,Selangor,KUALA LANGAT,20/9/2021,10/8/2021,workplace,ended,0,68,0,298,0,0,68,,
KLUSTER SUNGAI SEPARAI 2,Sarawak,TATAU,20/9/2021,19/9/2021,community,ended,0,12,0,52,0,0,12,,
KLUSTER KAMPUNG BELUKAR AUR CINA,Kelantan,PASIR MAS,20/9/2021,19/9/2021,community,ended,0,10,0,10,0,0,10,,
KLUSTER ULU LUBAI,Sarawak,LIMBANG,20/9/2021,19/9/2021,community,ended,0,16,0,88,0,0,16,,
KLUSTER JALAN GAJAH MATI KOTA BHARU,Kelantan,"KOTA BHARU, PASIR PUTEH, PASIR MAS",20/9/2021,19/9/2021,workplace,ended,0,23,0,33,0,0,23,,
KLUSTER JALAN BINTULU-MIRI 3,Sarawak,BINTULU,20/9/2021,19/9/2021,community,ended,0,45,0,76,0,0,45,,
KLUSTER INDUSTRI JALAN JOHAN 2/6,Perak,KINTA,20/9/2021,19/9/2021,workplace,ended,0,33,0,180,0,0,33,,
KLUSTER TOMPOK UTARA SATU,Johor,JOHOR BAHRU,20/9/2021,19/9/2021,import,ended,0,24,0,31,0,0,24,,
KLUSTER JALAN KAMPUNG BALOH,Kelantan,KOTA BHARU,20/9/2021,19/9/2021,community,ended,0,11,0,15,0,0,11,,
KLUSTER KAMPUNG SETERPA PERINGAT,Kelantan,KOTA BHARU,20/9/2021,19/9/2021,community,ended,0,17,0,17,0,0,17,,
KLUSTER JALAN INDUSTRI A1 PENAWAR,Johor,"KOTA TINGGI, KULAI",20/9/2021,20/9/2021,workplace,ended,0,22,0,60,0,0,22,,
KLUSTER TAPAK BINA MUTIARA PERDANA,Johor,BATU PAHAT,20/9/2021,22/9/2021,workplace,ended,0,13,0,52,0,1,12,,
KLUSTER JALAN DAVID SUNG,Perak,MANJUNG ,20/9/2021,23/9/2021,workplace,ended,0,17,0,188,0,0,17,,
KLUSTER INDUSTRI JALAN KEPA,Kelantan,GUA MUSANG ,20/9/2021,26/9/2021,workplace,ended,0,73,0,111,0,0,73,,
KLUSTER SAWIT M1,Sabah,KINABATANGAN,20/9/2021,26/9/2021,workplace,ended,0,98,0,278,0,0,98,,
KLUSTER INDUSTRI SRI SULONG DUA,Johor,BATU PAHAT,20/9/2021,28/9/2021,workplace,ended,0,38,0,181,0,0,38,,
KLUSTER JALAN SERI IMPIAN SATU KLUANG,Johor,KLUANG,20/9/2021,28/9/2021,highRisk,ended,0,35,0,75,0,0,35,,
KLUSTER SAWIT SRI MERANTI,Pahang,KUANTAN,20/9/2021,28/9/2021,community,ended,0,35,0,543,0,0,35,,
KLUSTER CHAMA AJAI,Sarawak,BELURU,20/9/2021,29/9/2021,community,ended,0,30,0,63,0,1,29,,
KLUSTER INDUSTRI TONGKANG PECHAH 14,Johor,BATU PAHAT,20/9/2021,29/9/2021,workplace,ended,0,70,0,95,0,0,70,,
KLUSTER BATU SEMBILAN BAKRI,Johor,MUAR,20/9/2021,30/9/2021,workplace,ended,0,64,0,92,0,0,64,,
KLUSTER INDUSTRI PEGOH,Melaka,"ALOR GAJAH, MELAKA TENGAH",20/9/2021,29/10/2021,workplace,ended,0,98,0,311,0,0,98,"Kluster ini melibatkan pekerja-pekerja sebuah kilang yang terletak di HICOM Pegoh Industrial Park  Alor Gajah. Kes indeks bagi kluster ini merupakan seorang lelaki, Warganegara Malaysia, berumur 46 tahun yang dilaporkan positif COVID-19 pada 12 September 2021 hasil saringan di tempat kerja.","This cluster involves workers of a factory located in HICOM Pegoh Industrial Park Alor Gajah. The index case for this cluster was a 46-year-old man, a Malaysian citizen, who reported positive for COVID-19 on 12th September 2021 due to screening at work."
KLUSTER JALAN BAN FOO,Johor,JOHOR BAHRU,21/9/2021,10/1/2021,workplace,ended,0,99,0,185,0,0,99,,
KLUSTER LEMBAH TERPESOK,Pahang,ROMPIN,21/9/2021,10/3/2021,community,ended,0,42,0,150,0,0,42,,
KLUSTER RAPAT 2,Perak,"KINTA, KAMPAR",21/9/2021,10/6/2021,workplace,ended,0,114,0,752,0,0,114,,
KLUSTER JALAN INDUSTRI 1/1,Perak,KAMPAR,21/9/2021,10/7/2021,workplace,ended,0,52,0,103,0,2,50,,
KLUSTER KEDAI PASIR TUMBOH,Kelantan,"BACHOK, KOTA BHARU, KUALA KRAI",21/9/2021,20/9/2021,workplace,ended,0,9,0,16,0,0,9,,
KLUSTER JALAN MURNI 15,Johor,MUAR,21/9/2021,20/9/2021,highRisk,ended,0,10,0,28,0,0,10,,
KLUSTER KAMPUNG CHAT MERANTI,Kelantan,PASIR MAS ,21/9/2021,20/9/2021,community,ended,0,14,0,15,0,0,14,,
KLUSTER JALAN SAAT TANGKAK,Johor,TANGKAK,21/9/2021,20/9/2021,community,ended,0,10,0,12,0,0,10,,
KLUSTER KAMPUNG LIMBAT DEWAN BETA,Kelantan,KOTA BHARU,21/9/2021,20/9/2021,community,ended,0,15,0,22,0,0,15,,
KLUSTER KAMPUNG SIMPANGAN,Kelantan,"TUMPAT, KOTA BHARU",21/9/2021,20/9/2021,community,ended,0,12,0,17,0,0,12,,
KLUSTER TAMAN TENGKU AHMAD RITHAUDEN,Kelantan,KOTA BHARU,21/9/2021,20/9/2021,community,ended,0,10,0,15,0,0,10,,
KLUSTER KAMPUNG PAUH SEMBILAN,Kelantan,BACHOK,21/9/2021,20/9/2021,community,ended,0,21,0,37,0,0,21,,
KLUSTER LUNGKIDAU,Sabah,RANAU,21/9/2021,22/9/2021,community,ended,0,143,0,178,0,0,143,,
KLUSTER JALAN KOMERSIAL SETAPAK,W.P. Kuala Lumpur,TITIWANGSA,21/9/2021,22/9/2021,education,ended,0,7,0,55,0,0,7,,
KLUSTER INDUSTRI JALAN PERUSAHAAN DUA KAMUNTING,Perak,"LARUT, MATANG DAN SELAMA",21/9/2021,23/9/2021,workplace,ended,0,50,0,267,0,0,50,,
KLUSTER JALAN KEBUN NENAS 4A,Selangor,"KLANG, KUALA LANGAT",21/9/2021,24/9/2021,education,ended,0,44,0,65,0,0,44,,
KLUSTER PUSAT KEMUYANG TIMUR,Sarawak,SIBU,21/9/2021,25/9/2021,highRisk,ended,0,19,0,85,0,0,19,,
KLUSTER KAMPUNG BAKONG HILIR,Kelantan,PASIR MAS,21/9/2021,25/9/2021,community,ended,0,10,0,11,0,0,10,,
KLUSTER BATU 10 JALAN OYA,Sarawak,SIBU,21/9/2021,26/9/2021,highRisk,ended,0,68,0,115,0,0,68,,
KLUSTER INDUSTRI EMPAT JALAN RUKUN,Selangor,KUALA SELANGOR,21/9/2021,27/9/2021,workplace,ended,0,12,0,31,0,0,12,,
KLUSTER INDUSTRI DUA JALAN WAJA 16,Selangor,"KUALA LANGAT, KUALA SELANGOR",21/9/2021,27/9/2021,workplace,ended,0,24,0,82,0,0,24,,
KLUSTER PANGGONG LALAT,Kelantan,GUA MUSANG,21/9/2021,30/9/2021,workplace,ended,0,20,0,34,0,0,20,,
KLUSTER INDUSTRI DUA JALAN TERATAI,Selangor,"KLANG, HULU LANGAT",21/9/2021,13/10/2021,workplace,ended,0,37,0,170,0,0,37,,
KLUSTER INDUSTRI WAWASAN SRI GADING 16,Johor,BATU PAHAT,22/9/2021,10/2/2021,workplace,ended,0,41,0,93,0,0,41,,
KLUSTER KAMPUNG PINANG BARU,Terengganu,DUNGUN,22/9/2021,10/2/2021,education,ended,0,69,0,79,0,0,69,,
KLUSTER AIR PANAS GERIK,Perak,HULU PERAK,22/9/2021,10/3/2021,education,ended,0,68,0,105,0,0,68,,
KLUSTER BATU 13 JALAN PUNCAK BORNEO,Sarawak,KUCHING,22/9/2021,10/6/2021,education,ended,0,35,0,58,0,0,35,,
KLUSTER KAMPUNG SUNGAI GABONG,Pahang,BENTONG,22/9/2021,10/7/2021,community,ended,0,56,0,241,0,0,56,,
KLUSTER BATU EMPAT TAPAH,Perak,"BATANG PADANG, HILIR PERAK, PERAK TENGAH, KAMPAR",22/9/2021,10/8/2021,workplace,ended,0,150,0,887,0,0,150,,
KLUSTER JALAN EHSAN BANDAR JENGKA,Pahang,"MARAN, JERANTUT",22/9/2021,10/9/2021,workplace,ended,0,30,0,82,0,0,30,,
KLUSTER JALAN SUNGAI TERAH,Kelantan,GUA MUSANG,22/9/2021,10/9/2021,workplace,ended,0,43,0,47,0,0,43,,
KLUSTER INDUSTRI LORONG SUNGAI PULOH 1A,Selangor,KLANG,22/9/2021,21/9/2021,workplace,ended,0,20,0,50,0,0,20,,
KLUSTER JALAN WAN SIEW,Selangor,HULU LANGAT,22/9/2021,21/9/2021,workplace,ended,0,42,0,67,0,0,42,,
KLUSTER INDUSTRI PERSIARAN HAMZAH ALANG,Selangor,KLANG,22/9/2021,21/9/2021,workplace,ended,0,20,0,355,0,0,20,,
KLUSTER JALAN BAKRI BATU LAPAN,Johor,MUAR,22/9/2021,21/9/2021,workplace,ended,0,22,0,38,0,0,22,,
KLUSTER KAMPUNG TOK BETEK,Kelantan,KOTA BHARU,22/9/2021,21/9/2021,community,ended,0,15,0,23,0,0,15,,
KLUSTER KAMPUNG KENJING HILIR,Kelantan,PASIR MAS,22/9/2021,21/9/2021,community,ended,0,8,0,10,0,0,8,,
KLUSTER KAMPUNG BULOH MELINTANG,Kelantan,PASIR MAS,22/9/2021,21/9/2021,community,ended,0,9,0,13,0,1,8,,
KLUSTER BENDAHARA,Johor,KOTA TINGGI,22/9/2021,22/9/2021,workplace,ended,0,14,0,31,0,0,14,,
KLUSTER JALAN BHARU SATU,Perak,"KINTA, PERAK TENGAH",22/9/2021,24/9/2021,workplace,ended,0,21,0,107,0,0,21,,
KLUSTER BUKIT SALIM,Perak,"LARUT, MATANG & SELAMA",22/9/2021,25/9/2021,education,ended,0,20,0,45,0,0,20,,
KLUSTER KAMPUNG BATU KARANG HULU,Kelantan,PASIR MAS,22/9/2021,25/9/2021,community,ended,0,10,0,13,0,0,10,,
KLUSTER JALAN SK PASIR PUTEH,Kelantan,PASIR PUTEH,22/9/2021,25/9/2021,workplace,ended,0,16,0,35,0,0,16,,
KLUSTER BANDAR DAMANSARA KUANTAN,Pahang,KUANTAN,22/9/2021,27/9/2021,education,ended,0,36,0,210,0,0,36,,
KLUSTER KAMPUNG SABAK BARU,Kelantan,KOTA BHARU,22/9/2021,27/9/2021,community,ended,0,13,0,17,0,0,13,,
KLUSTER INDUSTRI JALAN ENAM OLAK LEMPIT,Selangor,KUALA LANGAT,22/9/2021,30/9/2021,workplace,ended,0,32,0,103,0,0,32,,
KLUSTER JALAN KENT,W.P. Kuala Lumpur,TITIWANGSA,22/9/2021,30/9/2021,workplace,ended,0,21,0,43,0,0,21,,
KLUSTER KAMPUNG MASJID TANJUNG,Perak,KINTA,22/9/2021,17/10/2021,highRisk,ended,0,130,0,157,0,3,127,,
KLUSTER KAMPUNG SUNGAI GAPOI,Pahang,BENTONG,22/9/2021,17/10/2021,community,ended,0,114,0,241,0,0,114,,
KLUSTER JALAN ER LUAN,Johor,MUAR,23/9/2021,10/1/2021,workplace,ended,0,266,0,391,0,0,266,,
KLUSTER JALAN CHIKU SATU,Kelantan,GUA MUSANG,23/9/2021,10/1/2021,workplace,ended,0,12,0,15,0,0,12,,
KLUSTER INDUSTRI JALAN 1/9C,Selangor,"HULU LANGAT, KUALA LANGAT, GOMBAK, SEPANG, PETALING",23/9/2021,10/2/2021,workplace,ended,0,89,0,160,0,0,89,,
KLUSTER BATU 46 TULID,Sabah,KENINGAU,23/9/2021,10/3/2021,workplace,ended,0,88,0,194,0,0,88,,
KLUSTER INDUSTRI BATU 29 IJOK,Selangor,KUALA SELANGOR,23/9/2021,22/9/2021,workplace,ended,0,12,0,79,0,0,12,,
KLUSTER INDUSTRI JALAN SEMENYIH BATU 19,Selangor,"HULU LANGAT, PETALING",23/9/2021,22/9/2021,workplace,ended,0,26,0,112,0,0,26,,
KLUSTER SHAN PENGERANG,Johor,KOTA TINGGI,23/9/2021,22/9/2021,workplace,ended,0,14,0,18,0,0,14,,
KLUSTER KAMPUNG SIREH KOTA BHARU,Kelantan,KOTA BHARU,23/9/2021,22/9/2021,community,ended,0,17,0,23,0,0,17,,
KLUSTER KAMPUNG KUBANG CHENOK,Kelantan,PASIR MAS,23/9/2021,22/9/2021,community,ended,0,6,0,10,0,0,6,,
KLUSTER KAMPUNG BINJAI MULONG,Kelantan,KOTA BHARU,23/9/2021,22/9/2021,community,ended,0,13,0,16,0,0,13,,
KLUSTER KAMPUNG BUNGA MAS,Kelantan,KOTA BHARU,23/9/2021,22/9/2021,community,ended,0,12,0,18,0,0,12,,
KLUSTER KAMPUNG BECHAH SEMAK HILIR,Kelantan,PASIR MAS,23/9/2021,22/9/2021,community,ended,0,8,0,8,0,0,8,,
KLUSTER KAMPUNG TELIMAU POS TERISU,Pahang,CAMERON HIGHLANDS,23/9/2021,24/9/2021,community,ended,0,24,0,188,0,0,24,,
KLUSTER JALAN GERTAK ULAR REPEK,Kelantan,PASIR MAS,23/9/2021,24/9/2021,community,ended,0,18,0,19,0,0,18,,
KLUSTER BATU 8 TANJUNG,Perak,KINTA,23/9/2021,17/10/2021,community,ended,0,364,0,569,0,0,364,,
KLUSTER TAMAN PERINDUSTRIAN SINARAN 2,Johor,KLUANG,24/9/2021,10/2/2021,community,ended,0,62,0,63,0,0,62,,
KLUSTER KAMPUNG SUNGAI MAI,Pahang,JERANTUT,24/9/2021,10/8/2021,community,ended,0,187,0,195,0,0,187,,
KLUSTER KAMPUNG PAYA BESAR KERTAU 2,Pahang,MARAN,24/9/2021,10/8/2021,community,ended,0,47,0,68,0,0,47,,
KLUSTER SUNGAI SAMPO,Negeri Sembilan,JEMPOL,24/9/2021,10/8/2021,community,ended,0,69,0,422,0,0,69,,
KLUSTER PERSIARAN KEMPAS BARU 2,Johor,JOHOR BAHRU,24/9/2021,10/9/2021,highRisk,ended,0,45,0,89,0,0,45,,
KLUSTER SUNGAI MERUSA,Sarawak,"SUBIS, MIRI",24/9/2021,23/9/2021,community,ended,0,44,0,57,0,0,44,,
KLUSTER KANAWA BARAM,Sarawak,MARUDI,24/9/2021,23/9/2021,community,ended,0,29,0,53,0,0,29,,
KLUSTER JALAN JEMALUANG,Johor,KOTA TINGGI,24/9/2021,23/9/2021,workplace,ended,0,20,0,85,0,0,20,,
KLUSTER INDUSTRI JALAN TEKNOLOGI SEMBILAN TANGKAK,Johor,TANGKAK,24/9/2021,23/9/2021,workplace,ended,0,10,0,63,0,0,10,,
KLUSTER TAPAK BINA JALAN EXORA PLENTONG,Johor,JOHOR BAHRU,24/9/2021,23/9/2021,workplace,ended,0,70,0,122,0,0,70,,
KLUSTER LORONG DEPAN MASJID KOK LANAS,Kelantan,KOTA BHARU,24/9/2021,23/9/2021,community,ended,0,11,0,15,0,0,11,,
KLUSTER JALAN HOSPITAL PADANG BONGOR,Kelantan,KOTA BAHRU,24/9/2021,23/9/2021,community,ended,0,10,0,17,0,0,10,,
KLUSTER TAPAK BINA JALAN GAPAM,Melaka,JASIN,24/9/2021,23/9/2021,workplace,ended,0,83,0,125,0,0,83,,
KLUSTER HAIDAH,Sarawak,BINTULU,24/9/2021,25/9/2021,workplace,ended,0,109,0,173,0,0,109,,
KLUSTER JALAN SEGAMAT 43 TANGKAK,Johor,TANGKAK,24/9/2021,27/9/2021,workplace,ended,0,17,0,24,0,0,17,,
KLUSTER JALAN GUNUNG LEDANG TANGKAK,Johor,TANGKAK,24/9/2021,28/9/2021,community,ended,0,13,0,31,0,0,13,,
KLUSTER INDUSTRI DUA JALAN KASAWARI,Selangor,KUALA LANGAT,24/9/2021,29/9/2021,workplace,ended,0,65,0,160,0,0,65,,
KLUSTER JALAN DSH MOHD ZIN,Melaka,MELAKA TENGAH,24/9/2021,14/10/2021,workplace,ended,0,153,0,529,0,0,153,,
KLUSTER INDUSTRI JALAN WAJA ENAM BELAS 2,Selangor,"KUALA LANGAT, KLANG, KUALA SELANGOR",24/9/2021,24/11/2021,workplace,ended,0,292,0,801,0,1,291,"Kluster ini merupakan kluster berulang kali kedua dan dikenalpasti hasil saringan bersasar di tempat kerja melibatkan pekerja-pekerja sebuah kilang yang terletak di Jalan Waja 16, Kawasan Perindustrian Telok Panglima Garang, Kuala Langat.","This cluster is the second recurring cluster. Cluster identification resulted from targeted screening at the workplace involving workers of a factory located at Jalan Waja 16, Telok Panglima Garang Industrial Area, Kuala Langat."
KLUSTER SAWIT BUKIT SAGU,Pahang,KUANTAN,24/9/2021,10/12/2021,workplace,ended,0,188,0,276,0,0,188,,
KLUSTER JALAN HILLPARK,Selangor,KUALA SELANGOR,25/9/2021,10/1/2021,highRisk,ended,0,13,0,20,0,0,13,,
KLUSTER KAMPUNG SUNGAI MAS,Pahang,KUANTAN,25/9/2021,10/3/2021,community,ended,0,24,0,84,0,0,24,,
KLUSTER JALAN PERSIARAN PERTAHANAN,W.P. Kuala Lumpur,TITIWANGSA,25/9/2021,10/5/2021,religious,ended,0,12,0,38,0,0,12,,
KLUSTER JALAN GRAHA MAKMUR,Melaka,MELAKA TENGAH,25/9/2021,10/5/2021,workplace,ended,0,81,0,196,0,0,81,,
KLUSTER JALAN MEGAH SUASANA,Selangor,HULU LANGAT,25/9/2021,24/9/2021,highRisk,ended,0,35,0,42,0,0,35,,
KLUSTER JALAN SHAHBANDAR LAPAN,Johor,JOHOR BAHRU,25/9/2021,24/9/2021,workplace,ended,0,22,0,90,0,0,22,,
KLUSTER JULIN DABAI,Sarawak,MARUDI,25/9/2021,24/9/2021,community,ended,0,70,0,84,0,0,70,,
KLUSTER JALAN FIRMA TEBRAU,Johor,JOHOR BAHRU,25/9/2021,24/9/2021,workplace,ended,0,35,0,126,0,0,35,,
KLUSTER INDUSTRI JALAN JATI KANAN,Selangor,KLANG,25/9/2021,24/9/2021,workplace,ended,0,61,0,91,0,0,61,,
KLUSTER JALAN PERAK GEORGETOWN,Pulau Pinang,TIMUR LAUT,25/9/2021,24/9/2021,highRisk,ended,0,44,0,50,0,0,44,,
KLUSTER JALAN SUTERA MERAH,Johor,JOHOR BAHRU,25/9/2021,26/9/2021,education,ended,0,59,0,60,0,1,58,,
KLUSTER DAH PERUSAHAAN 2B INDUSTRI KULIM,Kedah,KULIM,25/9/2021,29/9/2021,workplace,ended,0,29,0,136,0,0,29,,
KLUSTER JALAN CHENDERIK,W.P. Kuala Lumpur,"TITIWANGSA, CHERAS",26/9/2021,10/3/2021,workplace,ended,0,15,0,44,0,0,15,,
KLUSTER TAPAK BINA JALAN KULAI,Johor,KOTA TINGGI,26/9/2021,10/8/2021,workplace,ended,0,93,0,168,0,0,93,,
KLUSTER PERSIARAN PELANGI INDAH,Johor,JOHOR BAHRU,26/9/2021,25/9/2021,workplace,ended,0,14,0,59,0,0,14,,
KLUSTER TAPAK BINA JALAN SEMENYIH,Selangor,"HULU LANGAT, GOMBAK",26/9/2021,25/9/2021,workplace,ended,0,110,0,375,0,0,110,,
KLUSTER KAMPUNG GUAL PASIR,Kelantan,PASIR MAS,26/9/2021,25/9/2021,community,ended,0,6,0,7,0,0,6,,
KLUSTER INDUSTRI JALAN P/1A,Selangor,HULU LANGAT,26/9/2021,25/9/2021,workplace,ended,0,14,0,166,0,0,14,,
KLUSTER INDUSTRI JALAN KACHAU BATU 28,Selangor,HULU LANGAT,26/9/2021,25/9/2021,workplace,ended,0,29,0,34,0,0,29,,
KLUSTER SUNGAI POH,Sarawak,LIMBANG,26/9/2021,28/9/2021,community,ended,0,46,0,49,0,1,45,,
KLUSTER KAMPUNG KUBANG BUNUT KASAR,Kelantan,PASIR MAS ,26/9/2021,28/9/2021,community,ended,0,13,0,14,0,1,12,,
KLUSTER JALAN ANN CHUAN,Johor,TANGKAK,26/9/2021,10/10/2021,community,ended,0,22,0,35,0,0,22,,
KLUSTER KAMPUNG INOI,Pahang,ROMPIN,26/9/2021,10/11/2021,community,ended,0,35,0,99,0,0,35,,
KLUSTER ULU RENGAT,Perak,HULU PERAK,26/9/2021,27/11/2021,community,ended,0,185,0,200,0,0,185,"Kluster ini melibatkan sebuah komuniti orang asli di Kampung Jarau Baru, Gerik, Hulu Perak. Nama kluster ini merujuk kepada lokaliti kawasan sekitar perkampungan tersebut yang terletak di Gunung Ulu Rengat. Kes indeks bagi kluster ini merupakan perempuan, Warganegara Malaysia, berumur 22 tahun yang dilaporkan positif COVID-19 pada 26 September 2021 hasil saringan individu bergejala.","This cluster involves an Orang Asli community in Kampung Jarau Baru, Gerik, Hulu Perak. The name of this cluster refers to the locality of the village located at Gunung Ulu Rengat. The index case for this cluster was a 22-year-old female Malaysian citizen who was reported positive for COVID-19 on 26th September 2021 due to symptomatic individual screening."
KLUSTER KAMPUNG AYONG,Kelantan,GUA MUSANG,27/9/2021,10/1/2021,community,ended,0,16,0,44,0,0,16,,
KLUSTER INDUSTRI BATU DUA GERIK,Perak,HULU PERAK,27/9/2021,10/3/2021,workplace,ended,0,31,0,45,0,0,31,,
KLUSTER JALAN HALA JATI TUJUH,Perak,KINTA,27/9/2021,10/7/2021,workplace,ended,0,51,0,305,0,0,51,,
KLUSTER SAWIT SUNGAI GAYUNG,Pahang,ROMPIN,27/9/2021,10/8/2021,workplace,ended,0,64,0,159,0,0,64,,
KLUSTER MELABAN,Sarawak,LIMBANG,27/9/2021,10/9/2021,community,ended,0,43,0,51,0,0,43,,
KLUSTER JALAN DR MUTHU,Negeri Sembilan,SEREMBAN,27/9/2021,10/9/2021,workplace,ended,0,112,0,256,0,0,112,,
KLUSTER LORONG KELOCHOR SETIA,Kelantan,KOTA BHARU,27/9/2021,26/9/2021,community,ended,0,11,0,17,0,0,11,,
KLUSTER KAMPUNG BARU PANTAI MEK MAS,Kelantan,KOTA BHARU,27/9/2021,26/9/2021,community,ended,0,21,0,26,0,0,21,,
KLUSTER JALAN MUTIARA DUA,Johor,JOHOR BAHRU,27/9/2021,26/9/2021,highRisk,ended,0,13,0,15,0,0,13,,
KLUSTER INDUSTRI SRI SULONG 17,Johor,BATU PAHAT,27/9/2021,26/9/2021,workplace,ended,0,15,0,21,0,0,15,,
KLUSTER KAMPUNG JIAS,Kelantan,GUA MUSANG,27/9/2021,26/9/2021,community,ended,0,7,0,11,0,1,6,,
KLUSTER KAMPUNG BENDANG IKAN HILIR,Kelantan,PASIR MAS,27/9/2021,26/9/2021,community,ended,0,5,0,5,0,0,5,,
KLUSTER JALAN DELIMA BINTANG 2,"Selangor,W.P. Kuala Lumpur","LEMBAH PANTAI, KEPONG, TITIWANGSA, CHERAS, GOMBAK, PETALING",27/9/2021,27/9/2021,workplace,ended,0,26,0,217,0,0,26,,
KLUSTER KAMPUNG KUBANG BUNUT,Kelantan,"PASIR MAS, GUA MUSANG",27/9/2021,29/9/2021,community,ended,0,15,0,17,0,0,15,,
KLUSTER DAH PERUSAHAAN TIGA INDUSTRI KULIM,Kedah,KULIM,27/9/2021,29/9/2021,workplace,ended,0,19,0,77,0,0,19,,
